Full Name, Brand, Category Name, Properties, MRP, Discount
Rin Advanced Bar 150 g, Rin, Detergent Bar, 150 g, 10, 0
Rin Advanced Bar 192 g, Rin, Detergent Bar, 192 g, 14, 0
Rin Advanced Bar 4 x 250 g, Rin, Detergent Bar, 4 x 250 g, 62, 0
Surf Excel Detergent Bar 100 g, Surf Excel, Detergent Bar, 100 g, 10, 0
Surf Excel Detergent Bar 250 g, Surf Excel, Detergent Bar, 250 g, 27, 0
Surf Excel Detergent Bar 384 g, Surf Excel, Detergent Bar, 384 g, 46, 0
Surf Excel Detergent Bar 4 X 190 g, Surf Excel, Detergent Bar, 4 X 190 g, 88, 0
Baba Ramdev Patanjali Detergent Cake With Herbs Citrus Lemon Fragrance 240 g, Baba Ramdev Patanjali, Detergent Bar, 240 g, 16, 0
Terzo Detergent Bar 180 g, Terzo, Detergent Bar, 180 g, 12, 0
Terzo Detergent Bar 200 g, Terzo, Detergent Bar, 200 g, 14, 0
Baba Ramdev Patanjali Detergent Cake With Herbs Popular Quality 250 g, Baba Ramdev Patanjali, Detergent Bar, 250 g, 12, 0
Henko Stain Cleaning Bar 250 g, Henko, Detergent Bar, 250 g, 25, 0
Baba Ramdev Patanjali Super Dishwash Bar 200 g, Baba Ramdev Patanjali, Detergent Bar, 200 g, 10, 0
