Full Name, Brand, Category Name, Properties, MRP, Discount
Vega Large Nail Clipper 1 pc, Vega, Pedicure Tool, 1 pc, 80, 0
Vega Small Nail Clipper SNC 01 1 pc, Vega, Pedicure Tool, 1 pc, 60, 0
Vega Foot Scrubber 2 in 1 1 pc, Vega, Pedicure Tool, 1 pc, 140, 0
Vega Pedicure File PD-03 1 pc, Vega, Pedicure Tool, 1 pc, 110, 0
Vega Paddle Emery Foot File PD21 1 Pc, Vega, Pedicure Tool, 1 Pc, 125, 0
Dr Scholls Nail Clipper 1 Pc, Dr Scholls, Pedicure Tool, 1 Pc, 175, 0
Bare Essentials Precision Tweezers FC08 1 Pc, Bare Essentials, Pedicure Tool, 1 Pc, 130, 0
Bare Essentials Cuticle Trimmer MP03 1 Pc, Bare Essentials, Pedicure Tool, 1 Pc, 70, 0
Scholl Velvet Roller Head 2 Pc, Scholl, Pedicure Tool, 2 Pc, 899, 0
Nivea Q10 Strech Mark Oil 200 ml, Nivea, Pedicure Tool, 200 ml, 375, 0
Vega Foot Scrubber 4 in 1 PD02 1 Pc, Vega, Pedicure Tool, 1 Pc, 175, 0
Bare Essentials Straight Tweezers FC07 1 Pc, Bare Essentials, Pedicure Tool, 1 Pc, 120, 0
Jovees Pediglow Foot Care Kit 1 Pc, Jovees, Pedicure Tool, 1 Pc, 355, 0
Scholl Velvet Pedi Electronic 1 Pc, Scholl, Pedicure Tool, 1 Pc, 2850, 0
Bare Essentials Pimple & Blackhead Remover 1 Pc, Bare Essentials, Pedicure Tool, 1 Pc, 150, 0
Bare Essentials Chiopody Pliers MP 19 1 pc, Bare Essentials, Pedicure Tool, 1 pc, 295, 0
Bare Essentials Nail Clippers MP11 1 Pc, Bare Essentials, Pedicure Tool, 1 Pc, 120, 0
Vega Pedicure Foot File PD19 1 Pc, Vega, Pedicure Tool, 1 Pc, 125, 0
Vega 3 IN 1 Pedicure Tool No.PD20 1 Pc, Vega, Pedicure Tool, 1 Pc, 99, 0
Dr.Scholls Air Pillo Insole for Men & Women 1 pair 1 pc, Dr.Scholls, Pedicure Tool, 1 pc, 175, 0
Fresh Coconut Regular 1 Nos, Fresh, Fresh Vegetables, 1 Nos, 20, 0
Fresh Beetroot 500 g, Fresh, Fresh Vegetables, 500 g, 21, 0
Fresh Mint Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 7.5, 0
Fresh Bitter Gourd 750 g, Fresh, Fresh Vegetables, 750 g, 45, 0
Fresh Garlic Whole Regular 300 g, Fresh, Fresh Vegetables, 300 g, 45, 0
Fresh Green Peas 500 g, Fresh, Fresh Vegetables, 500 g, 110, 0
Fresh Basket Broccoli 500 g, Fresh Basket, Fresh Vegetables, 500 g, 120, 0
Fresh Colacasia Arvi Roots 250 g, Fresh, Fresh Vegetables, 250 g, 17, 0
Fresh Gooseberry Indian Amla 250 g, Fresh, Fresh Vegetables, 250 g, 30, 0
Fresh Mushroom Button Unit Pack 1 pc, Fresh, Fresh Vegetables, 1 pc, 46, 0
Fresh Cluster Beans 250 g, Fresh, Fresh Vegetables, 250 g, 14.5, 0
Fresh Basket Potato 1 Kg, Fresh Basket, Fresh Vegetables, 1 Kg, 28, 0
Fresh Brinjal Long White 500 g, Fresh, Fresh Vegetables, 500 g, 19, 0
Fresh Drumsticks 250 g, Fresh, Fresh Vegetables, 250 g, 20, 0
Fresh Amranths Red Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 7, 0
Fresh Pointer Gourd (Parval) 500 g, Fresh, Fresh Vegetables, 500 g, 60, 0
Fresh Basket Onion Packed 1 Kg, Fresh Basket, Fresh Vegetables, 1 Kg, 20, 0
Fresh Basket Onion Packed 5 Kg, Fresh Basket, Fresh Vegetables, 5 Kg, 95, 0
Fresh Avocado 500 g, Fresh, Fresh Vegetables, 500 g, 160, 0
Fresh European (English) Cucumber 500 g, Fresh, Fresh Vegetables, 500 g, 24, 0
Fresh Snake Gourd 500 g, Fresh, Fresh Vegetables, 500 g, 27, 0
