Full Name, Brand, Category Name, Properties, MRP, Discount
Whisper Ultra Clean XL Wings Sanitary 15 Pads, Whisper, Sanitary Protection, 15 Pads, 165, 0
Whisper Ultra Clean XL Wings Sanitary 30 Pads, Whisper, Sanitary Protection, 30 Pads, 310, 0
Stayfree Secure Cottony Soft Regular With Wings 8 Pads, Stayfree, Sanitary Protection, 8 Pads, 33, 0
Stayfree Secure Cottony Soft Regular With Wings 20 Pads, Stayfree, Sanitary Protection, 20 Pads, 75, 0
Whisper Ultra Nights XXXL Wings Extra Heavyflow 3 Pads, Whisper, Sanitary Protection, 3 Pads, 78, 0
Whisper Choice Ultra Wings Sanitary 6 Pads, Whisper, Sanitary Protection, 6 Pads, 42, 0
Stayfree Dry Max All Night Ultra Dry XL With Wings Sanitary Pads 7 pc, Stayfree, Sanitary Protection, 7 pc, 85, 0
Stayfree Dry Max All Night Ultra Dry XL With Wings Sanitary Pads 14 pc, Stayfree, Sanitary Protection, 14 pc, 165, 0
Stayfree Dry Max All Night Ultra Dry XL With Wings Sanitary Pads 42 pc, Stayfree, Sanitary Protection, 42 pc, 375, 0
Whisper Choice Wings Sanitary 8 Pads, Whisper, Sanitary Protection, 8 Pads, 34, 0
Whisper Ultra Clean L Wings Sanitary 8 pads, Whisper, Sanitary Protection, 8 pads, 80, 0
Whisper Ultra Clean L Wings Sanitary 15 Pads, Whisper, Sanitary Protection, 15 Pads, 143, 0
Whisper Choice XL Wings 6 Nos, Whisper, Sanitary Protection, 6 Nos, 36, 0
Whisper Choice XL Wings 10 Nos, Whisper, Sanitary Protection, 10 Nos, 66, 0
Stayfree Secure Dry Extra Large With Wings 7 Pads, Stayfree, Sanitary Protection, 7 Pads, 37, 0
Stayfree Secure Dry Extra Large With Wings 20 Nos, Stayfree, Sanitary Protection, 20 Nos, 110, 0
Whisper Choice Regular Sanitary 8 Pads, Whisper, Sanitary Protection, 8 Pads, 29, 0
