Full Name, Brand, Category Name, Properties, MRP, Discount
Fresh Basket Chicken Cut Portion 1 Kg, Fresh Basket, Fresh Non Veg, 1 Kg, 189, 0
Fresh Basket Chicken Breast Fillet 350 g, Fresh Basket, Fresh Non Veg, 350 g, 118.65, 0
Fresh Basket Chicken Liver 600 g, Fresh Basket, Fresh Non Veg, 600 g, 53.4, 0
Fresh Basket Chicken Whole Skinless 1 Kg, Fresh Basket, Fresh Non Veg, 1 Kg, 179, 0
Fresh Basket Chicken Boneless Cubes 600 g, Fresh Basket, Fresh Non Veg, 600 g, 204, 0
Fresh Basket Chicken Drumsticks 600 g, Fresh Basket, Fresh Non Veg, 600 g, 150, 0
Fresh Basket Mutton Bone In Cubes (Goat) 500 g, Fresh Basket, Fresh Non Veg, 500 g, 219.5, 0
Fresh Basket Chicken Brest Fillet 600 g, Fresh Basket, Fresh Non Veg, 600 g, 201, 0
Fresh Basket Mutton Liver (Goat) 300 g, Fresh Basket, Fresh Non Veg, 300 g, 83.7, 0
Fresh Basket Chicken Gizzard 600 g, Fresh Basket, Fresh Non Veg, 600 g, 53.4, 0
Fresh Basket Chicken Leg Skinless 600 g, Fresh Basket, Fresh Non Veg, 600 g, 150, 0
Fresh Basket Lamb Bone In Cubes 500 g, Fresh Basket, Fresh Non Veg, 500 g, 219.5, 0
Fresh Basket Chicken Schezwan Lollypops 500 g, Fresh Basket, Fresh Non Veg, 500 g, 175, 0
Fresh Basket Chicken Lollipops 500 g, Fresh Basket, Fresh Non Veg, 500 g, 115, 0
Fresh Basket Mutton Trotters Paya (Goat) 500 g, Fresh Basket, Fresh Non Veg, 500 g, 224.5, 0
Fresh Basket Chicken Cut Portion With Skin 1 Kg, Fresh Basket, Fresh Non Veg, 1 Kg, 159, 0
Fresh Basket Goat Mutton Leg 1 Kg, Fresh Basket, Fresh Non Veg, 1 Kg, 479, 0
Fresh Basket Chicken Whole With Skin 1 Kg, Fresh Basket, Fresh Non Veg, 1 Kg, 149, 0
Fresh Basket Mutton Korma 500 g, Fresh Basket, Fresh Non Veg, 500 g, 0.5, 0
