Full Name, Brand, Category Name, Properties, MRP, Discount
Vim Dishwash Bar 125 g, Vim, Dishwash Bar, 125 g, 10, 0
Vim Dishwash Bar 200 g, Vim, Dishwash Bar, 200 g, 17, 0
Vim Dishwash Bar 500 g, Vim, Dishwash Bar, 500 g, 40, 0
Vim Dishwash Bar 3 X 200 g, Vim, Dishwash Bar, 3 X 200 g, 47, 0
Vim Dishwash Bar 3 X 200 g, Vim, Dishwash Bar, 3 X 200 g, 47, 0
Vim Bar Anti Germ with Lemon and Neem 301 g, Vim, Dishwash Bar, 301 g, 27, 0
Vim Bar Anti Germ with Lemon and Neem 300 g, Vim, Dishwash Bar, 300 g, 27, 0
Exo Dish Shine Round 500 g, Exo, Dishwash Bar, 500 g, 45, 0
Exo Dish Shine Round 700 g, Exo, Dishwash Bar, 700 g, 60, 0
Pril Perfect Lime + Vinegar Bar 3 X 400 g, Pril, Dishwash Bar, 3 X 400 g, 86, 0
Terzo Dishwash Bar 4 X 200 g, Terzo, Dishwash Bar, 4 X 200 g, 49, 0
Terzo Dishwash Round Tub 500 g, Terzo, Dishwash Bar, 500 g, 38, 0
Pril Dishwash Bar 360 g, Pril, Dishwash Bar, 360 g, 25, 0
Clean N Fresh Dishwash Lemon Tub 300 g, Clean N Fresh, Dishwash Bar, 300 g, 679, 0
Clean N Fresh Dishwasher Cleaner 250 g, Clean N Fresh, Dishwash Bar, 250 g, 379, 0
