Full Name, Brand, Category Name, Properties, MRP, Discount
Gillette Presto Readyshaver (Buy 3, Get 1 Free) 4 pcs, Gillette, Razor, 4 pcs, 60, 0
Gillette Presto Readyshaver Sata Sat 5 pcs, Gillette, Razor, 5 pcs, 80, 0
Gillette Presto Shaving Razor 1 pc, Gillette, Razor, 1 pc, 22, 0
Gillette Venus Razor 1 pc, Gillette, Razor, 1 pc, 199, 0
Gillette Vector Flash Razor 1 pc, Gillette, Razor, 1 pc, 55, 0
Gillette Vector3 Razor 1 pc, Gillette, Razor, 1 pc, 90, 0
Gillette Fusion Power Razor 1 pc, Gillette, Razor, 1 pc, 460, 0
Gillette Mach3 Turbo Sensitive Razor 1 pc, Gillette, Razor, 1 pc, 200, 0
Gillette Mach3 Razor 1 pc, Gillette, Razor, 1 pc, 180, 0
Gillette Fusion Razor 1 pc, Gillette, Razor, 1 pc, 325, 0
Gillette Venus Oceana Disposables Razor 2 Nos, Gillette, Razor, 2 Nos, 325, 0
Gillette Mach3 Turbo Razor 1 pc, Gillette, Razor, 1 pc, 220, 0
Supermax Swift Razor 1 Pc, Supermax, Razor, 1 Pc, 75, 0
Gillette Fusion Proglide Flexball Rezor 1 Pc, Gillette, Razor, 1 Pc, 499, 0
Supermax Hattrick Triple Blade Disposable Razor 5 pc, Supermax, Razor, 5 pc, 85, 0
Supermax Elegance Razor 1 pc, Supermax, Razor, 1 pc, 99, 0
Gillette Mach3 Razor & Cartridge 4 Pieces 1 pc, Gillette, Razor, 1 pc, 499, 0
Gillette Simply Venus Women Razor 1 pc, Gillette, Razor, 1 pc, 549, 0
