Full Name, Brand, Category Name, Properties, MRP, Discount
Fresh Tomato 500 g, Fresh, Fresh Vegetables, 500 g, 18, 0
Fresh Onion Red 1 Kg, Fresh, Fresh Vegetables, 1 Kg, 18, 0
Fresh Potato 1 Kg, Fresh, Fresh Vegetables, 1 Kg, 27, 0
Fresh Lady Finger 500 g, Fresh, Fresh Vegetables, 500 g, 24.5, 0
Fresh Cucumber Green 500 g, Fresh, Fresh Vegetables, 500 g, 17.5, 0
Fresh Capsicum Green 300 g, Fresh, Fresh Vegetables, 300 g, 23.4, 0
Fresh Coriander Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 13, 0
Fresh Chilli Green 100 g, Fresh, Fresh Vegetables, 100 g, 9.5, 0
Fresh French Beans 250 g, Fresh, Fresh Vegetables, 250 g, 33.75, 0
Fresh Cauliflower 1 Nos, Fresh, Fresh Vegetables, 1 Nos, 33, 0
Fresh Cabbage 1 Kg, Fresh, Fresh Vegetables, 1 Kg, 17, 0
Fresh Bottle Gourd (Dudhi) 900 g, Fresh, Fresh Vegetables, 900 g, 28.8, 0
Fresh Lemon 1 pc, Fresh, Fresh Vegetables, 1 pc, 7, 0
Fresh Ginger 250 g, Fresh, Fresh Vegetables, 250 g, 27.5, 0
Fresh Spinach (Palak) Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 8, 0
Fresh Radish White 250 g, Fresh, Fresh Vegetables, 250 g, 10, 0
Fresh Brinjal Bharta 500 g, Fresh, Fresh Vegetables, 500 g, 18.5, 0
Fresh Methi Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 12, 0
Fresh Curry Leaves Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 5, 0
Fresh Ridge Gourd 500 g, Fresh, Fresh Vegetables, 500 g, 19, 0
Fresh Coconut Regular 1 Nos, Fresh, Fresh Vegetables, 1 Nos, 20, 0
Fresh Beetroot 500 g, Fresh, Fresh Vegetables, 500 g, 21, 0
Fresh Mint Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 7.5, 0
Fresh Bitter Gourd 750 g, Fresh, Fresh Vegetables, 750 g, 45, 0
Fresh Garlic Whole Regular 300 g, Fresh, Fresh Vegetables, 300 g, 45, 0
Fresh Green Peas 500 g, Fresh, Fresh Vegetables, 500 g, 110, 0
Fresh Basket Broccoli 500 g, Fresh Basket, Fresh Vegetables, 500 g, 120, 0
Fresh Colacasia Arvi Roots 250 g, Fresh, Fresh Vegetables, 250 g, 17, 0
Fresh Gooseberry Indian Amla 250 g, Fresh, Fresh Vegetables, 250 g, 30, 0
Fresh Mushroom Button Unit Pack 1 pc, Fresh, Fresh Vegetables, 1 pc, 46, 0
Fresh Cluster Beans 250 g, Fresh, Fresh Vegetables, 250 g, 14.5, 0
Fresh Basket Potato 1 Kg, Fresh Basket, Fresh Vegetables, 1 Kg, 28, 0
Fresh Brinjal Long White 500 g, Fresh, Fresh Vegetables, 500 g, 19, 0
Fresh Drumsticks 250 g, Fresh, Fresh Vegetables, 250 g, 20, 0
Fresh Amranths Red Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 7, 0
Fresh Pointer Gourd (Parval) 500 g, Fresh, Fresh Vegetables, 500 g, 60, 0
Fresh Basket Onion Packed 1 Kg, Fresh Basket, Fresh Vegetables, 1 Kg, 20, 0
Fresh Basket Onion Packed 5 Kg, Fresh Basket, Fresh Vegetables, 5 Kg, 95, 0
Fresh Avocado 500 g, Fresh, Fresh Vegetables, 500 g, 160, 0
Fresh European (English) Cucumber 500 g, Fresh, Fresh Vegetables, 500 g, 24, 0
Fresh Snake Gourd 500 g, Fresh, Fresh Vegetables, 500 g, 27, 0
