Full Name, Brand, Category Name, Properties, MRP, Discount
Scotch Bop Tan Taper 48 X 50 mm 1 Pc, Scotch, Adhesive Tape, 1 Pc, 75, 0
Scotch Magic Tape 12.0mm x 7.6 mm 1 pc, Scotch, Adhesive Tape, 1 pc, 60, 0
Sellotape Book Repair Tape 36mm x 25m Clear 1 Pc, Sellotape, Adhesive Tape, 1 Pc, 29, 0
Scotch Magic Tape 19.0 mm x 32.9m 1 pc, Scotch, Adhesive Tape, 1 pc, 120, 0
Scotch Magic Tape 19 mm x 7.6 m + Refillable Dispenser 1 pc, Scotch, Adhesive Tape, 1 pc, 90, 0
Scotch Bop Clear Tape 48 X 50 mm 1 Pc, Scotch, Adhesive Tape, 1 Pc, 75, 0
Sellotape Super Clear Tape 24mm x 25m 1 Pc, Sellotape, Adhesive Tape, 1 Pc, 22, 0
Sellotape Tape Clear 72mm x 25m 1 Pc, Sellotape, Adhesive Tape, 1 Pc, 69, 0
Scotch C60 ST Tape Dispenser 1 Nos, Scotch, Adhesive Tape, 1 Nos, 275, 0
Sellotape Tape Clear 48mm x 25m 1 Pc, Sellotape, Adhesive Tape, 1 Pc, 39, 0
Scotch Magic Tape 19 mm x 32.9m with Dispenser 1 pc, Scotch, Adhesive Tape, 1 pc, 140, 0
