Full Name, Brand, Category Name, Properties, MRP, Discount
Dabur Hajmola Imli 120 nos, Dabur, Stomach Care, 120 nos, 28, 0
Dabur Lal Tail 100 ml, Dabur, Baby Oil, 100 ml, 90, 0
Dabur Lal Tail 200 ml, Dabur, Baby Oil, 200 ml, 165, 0
Himalaya Baby Lotion 200 ml, Himalaya, Baby Lotion, 200 ml, 145, 0
Himalaya Baby Lotion 400 ml, Himalaya, Baby Lotion, 400 ml, 215, 0
Dabur Hajmola Regular 120 nos, Dabur, Stomach Care, 120 nos, 28, 0
Dabur Chyawanprakash Sugar Free 500 g, Dabur, Chyawanprash, 500 g, 178, 0
Dabur Badam Tail 50 ml, Dabur, Stomach Care, 50 ml, 175, 0
Dabur Badam Tail 100 ml, Dabur, Stomach Care, 100 ml, 270, 0
Dabur Honitus Herbal Cough Remedy 100 ml, Dabur, Cold & Cough Remedy, 100 ml, 76, 0
Dabur Shilajit Gold Capsules with Gold & Kesar 20 Capsules, Dabur, Power Capsules, 20 Capsules, 390, 0
Trichup Hair Fall Control Oil 100 ml, Trichup, Hair Oil, 100 ml, 120, 0
Dabur Shilajit Capsules (Mymhe in Russian) 30 Capsules, Dabur, Power Capsules, 30 Capsules, 195, 0
Trichup Hair Fall Control Herbal Shampoo 200 ml, Trichup, Shampoo, 200 ml, 120, 0
Dabur Nature Care Regular Isabgol 100 g, Dabur, Stomach Care, 100 g, 85, 0
