Full Name, Brand, Category Name, Properties, MRP, Discount
Rangeela Paper Glitter 6 shades, Rangeela, Water Colour, 6 shades, 35, 0
Camlin Painting Kit 1 pc, Camlin, Water Colour, 1 pc, 199, 0
Rangeela Tempera Colours 12 shades, Rangeela, Water Colour, 12 shades, 20, 0
Fevicryl Acrylic Colours Pearl Kit 6 shades, Fevicryl, Water Colour, 6 shades, 110, 0
Fevicryl Glass Colours water Based 6 shades, Fevicryl, Water Colour, 6 shades, 75, 0
Fevicryl Acrylic Colours Lilac Kit 6 shades, Fevicryl, Water Colour, 6 shades, 80, 0
Faber Castell 6 Poster Colours 10ml x 6 shades, Faber Castell, Water Colour, 10ml x 6 shades, 80, 0
Camlin Sparkle Color Set Pack of 6 Nos 1 Pc, Camlin, Water Colour, 1 Pc, 35, 0
Camel Poster Colours 10 ml Bottles In Tin Box 10 Nos, Camel, Water Colour, 10 Nos, 80, 0
Fevicryl Acrylic Colours SunFlower Kit 10 shades, Fevicryl, Water Colour, 10 shades, 190, 0
