Full Name, Brand, Category Name, Properties, MRP, Discount
Nivea Soft Light Texture Cream 100 ml, Nivea, Cold Cream, 100 ml, 150, 0
Nivea Soft Light Texture Cream 200 ml, Nivea, Cold Cream, 200 ml, 250, 0
Nivea Soft Light Texture Cream 300 ml, Nivea, Cold Cream, 300 ml, 280, 0
Nivea Creme 60 ml, Nivea, Cold Cream, 60 ml, 75, 0
Nivea Creme 100 ml, Nivea, Cold Cream, 100 ml, 120, 0
Nivea Creme 200 ml, Nivea, Cold Cream, 200 ml, 200, 0
Lakme Youth Infinity Skin Firming Serum 30 ml, Lakme, Cold Cream, 30 ml, 899, 0
VLCC Vitalift Serum Comfrey & Soy  Anti Ageing 40 ml, VLCC, Cold Cream, 40 ml, 399, 0
VLCC De-Pigmentation Orange Peel & Liquorice Serum 40 ml, VLCC, Cold Cream, 40 ml, 405, 0
Lakme Perfect Radiance Intense Whitening Serum 30 ml, Lakme, Cold Cream, 30 ml, 799, 0
VLCC Snigdha Skin Whitening Serum 40 ml, VLCC, Cold Cream, 40 ml, 405, 0
Olay Regenerist Micro Sculpting Serum 50 ml, Olay, Cold Cream, 50 ml, 1999, 0
VLCC Skin Defence Liquorice Cold Cream 50 g, VLCC, Cold Cream, 50 g, 135, 0
