Full Name, Brand, Category Name, Properties, MRP, Discount
Comfort Fabric Conditioner Morning Fresh 200 ml, Comfort, Liquid Detergent, 200 ml, 50, 0
Comfort Fabric Conditioner Morning Fresh 400 ml, Comfort, Liquid Detergent, 400 ml, 96, 0
Comfort Fabric Conditioner Morning Fresh 800 ml, Comfort, Liquid Detergent, 800 ml, 178, 0
Comfort Fabric Conditioner Morning Fresh 1.5 Ltr, Comfort, Liquid Detergent, 1.5 Ltr, 315, 0
Ezee Liquid Detergent 500 g, Ezee, Liquid Detergent, 500 g, 90, 0
Ezee Liquid Detergent 1 Kg, Ezee, Liquid Detergent, 1 Kg, 175, 0
Ezee Liquid Detergent 2 Kg, Ezee, Liquid Detergent, 2 Kg, 320, 0
Comfort Fabric Conditioner Anti Bacterial Green 200 ml, Comfort, Liquid Detergent, 200 ml, 50, 0
Comfort Fabric Conditioner Anti Bacterial Green 800 ml, Comfort, Liquid Detergent, 800 ml, 176, 0
Comfort Fabric Conditioner Lily Fresh 200 ml, Comfort, Liquid Detergent, 200 ml, 50, 0
Comfort Fabric Conditioner Lily Fresh 800 ml, Comfort, Liquid Detergent, 800 ml, 186, 0
Comfort Fabric Conditioner Lily Fresh 1.5 Ltr, Comfort, Liquid Detergent, 1.5 Ltr, 315, 0
Vanish Liquid Detergent 180 ml, Vanish, Liquid Detergent, 180 ml, 35, 0
Vanish Liquid Detergent 500 ml, Vanish, Liquid Detergent, 500 ml, 75, 0
Vanish Liquid Detergent 900 ml, Vanish, Liquid Detergent, 900 ml, 125, 0
Surf Excel Detergent Liquid 500 ml, Surf Excel, Liquid Detergent, 500 ml, 120, 0
Surf Excel Detergent Liquid 1050 ml, Surf Excel, Liquid Detergent, 1050 ml, 230, 0
Genteel Liquid Washing Detergent 500 g, Genteel, Liquid Detergent, 500 g, 99, 0
Genteel Washomatic Liquid Detergent 1 Ltr, Genteel, Liquid Detergent, 1 Ltr, 185, 0
Safewash Liquid  Detergent 500 g, Safewash, Liquid Detergent, 500 g, 160, 0
Wipro Safe Wash 2 X 1 Kg, Wipro, Liquid Detergent, 2 X 1 Kg, 350, 0
Gentle Liquid Detergent 2 X 1 Kg, Gentle, Liquid Detergent, 2 X 1 Kg, 310, 0
Wipro Safewash Fab Conditioner Ocean Breeze 230 ml, Wipro, Liquid Detergent, 230 ml, 50, 0
Wipro Safewash Fab Conditioner Ocean Breeze 1 Ltr, Wipro, Liquid Detergent, 1 Ltr, 186, 0
Wipro Safewash Fab Conditioner Garden Bouquet 230 ml, Wipro, Liquid Detergent, 230 ml, 50, 0
Wipro Safewash Fab Conditioner Garden Bouquet 1 Ltr, Wipro, Liquid Detergent, 1 Ltr, 186, 0
Clorox Stain Fighter Precision Pen For Colors 56 g, Clorox, Liquid Detergent, 56 g, 330, 0
Chicco Baby Laundry Detergent 1.5 Ltr, Chicco, Liquid Detergent, 1.5 Ltr, 699, 0
Tops Day Fresh Fabric Conditioner Sensual Purple 1.8 Ltr, Tops, Liquid Detergent, 1.8 Ltr, 360, 0
Tops Color Care Concentrated Liquid Detergent 2.7 Kg, Tops, Liquid Detergent, 2.7 Kg, 600, 0
Tops Liquid Detergent Blue Oceania 2.7 Kg, Tops, Liquid Detergent, 2.7 Kg, 600, 0
Tops Day Fresh Softener Serene Blue 1.8 Ltr, Tops, Liquid Detergent, 1.8 Ltr, 360, 0
Lenor Concenrate Spring 750 ml, Lenor, Liquid Detergent, 750 ml, 329, 0
Fresh Coconut Regular 1 Nos, Fresh, Fresh Vegetables, 1 Nos, 20, 0
Fresh Beetroot 500 g, Fresh, Fresh Vegetables, 500 g, 21, 0
Fresh Mint Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 7.5, 0
Fresh Bitter Gourd 750 g, Fresh, Fresh Vegetables, 750 g, 45, 0
Fresh Garlic Whole Regular 300 g, Fresh, Fresh Vegetables, 300 g, 45, 0
Fresh Green Peas 500 g, Fresh, Fresh Vegetables, 500 g, 110, 0
Fresh Basket Broccoli 500 g, Fresh Basket, Fresh Vegetables, 500 g, 120, 0
Fresh Colacasia Arvi Roots 250 g, Fresh, Fresh Vegetables, 250 g, 17, 0
Fresh Gooseberry Indian Amla 250 g, Fresh, Fresh Vegetables, 250 g, 30, 0
Fresh Mushroom Button Unit Pack 1 pc, Fresh, Fresh Vegetables, 1 pc, 46, 0
Fresh Cluster Beans 250 g, Fresh, Fresh Vegetables, 250 g, 14.5, 0
Fresh Basket Potato 1 Kg, Fresh Basket, Fresh Vegetables, 1 Kg, 28, 0
Fresh Brinjal Long White 500 g, Fresh, Fresh Vegetables, 500 g, 19, 0
Fresh Drumsticks 250 g, Fresh, Fresh Vegetables, 250 g, 20, 0
Fresh Amranths Red Bunch 1 pc, Fresh, Fresh Vegetables, 1 pc, 7, 0
Fresh Pointer Gourd (Parval) 500 g, Fresh, Fresh Vegetables, 500 g, 60, 0
Fresh Basket Onion Packed 1 Kg, Fresh Basket, Fresh Vegetables, 1 Kg, 20, 0
Fresh Basket Onion Packed 5 Kg, Fresh Basket, Fresh Vegetables, 5 Kg, 95, 0
Fresh Avocado 500 g, Fresh, Fresh Vegetables, 500 g, 160, 0
Fresh European (English) Cucumber 500 g, Fresh, Fresh Vegetables, 500 g, 24, 0
Fresh Snake Gourd 500 g, Fresh, Fresh Vegetables, 500 g, 27, 0
