Full Name, Brand, Category Name, Properties, MRP, Discount
Britannia Nutri Choice Hi Fibre Digestive Biscuit 100 g, Britannia, Biscuit, 100 g, 20, 0
Britannia Nutri Choice Hi Fibre Digestive Biscuit 150 g, Britannia, Biscuit, 150 g, 30, 0
Britannia Nutri Choice Hi Fibre Digestive Biscuit 250 g, Britannia, Biscuit, 250 g, 50, 0
Britannia Nutri Choice Five Grain Biscuit 100 g, Britannia, Biscuit, 100 g, 25, 0
Britannia Nutri Choice Five Grain Biscuit 200 g, Britannia, Biscuit, 200 g, 50, 0
Britannia Nutri Choice Classic Lite Cracker 100 g, Britannia, Biscuit, 100 g, 15, 0
Britannia Nutri Choice Thin Arrowroot Biscuit 150 g, Britannia, Biscuit, 150 g, 20, 0
Britannia Nutri Choice Oats Cookies 75 g, Britannia, Cookie, 75 g, 30, 0
Britannia Nutri Choice Oats Cookies 150 g, Britannia, Cookie, 150 g, 60, 0
Britannia Nutri Choice Ragi Cookies 75 g, Britannia, Cookie, 75 g, 30, 0
Britannia Nutri Choice Ragi Cookies 150 g, Britannia, Cookie, 150 g, 60, 0
