Full Name, Brand, Category Name, Properties, MRP, Discount
Axe Denim After Shave Lotion 50 ml, Axe, After Shave, 50 ml, 120, 0
Axe Denim After Shave Lotion 100 ml, Axe, After Shave, 100 ml, 200, 0
Old Spice Original After Shave Lotion 150 ml, Old Spice, After Shave, 150 ml, 235, 0
Park Avenue Ace After Shave Lotion 50 ml, Park Avenue, After Shave, 50 ml, 115, 0
Nivea Sensitive Active Comfort Shaving Lotion 100 ml, Nivea, After Shave, 100 ml, 199, 0
Gillette Series Arctic Ice After Shave Splash 50 ml, Gillette, After Shave, 50 ml, 268, 0
Gillette Series Arctic Ice After Shave Splash 100 ml, Gillette, After Shave, 100 ml, 469, 0
Nivea Men Sensitive Cool After Shave 100 ml, Nivea, After Shave, 100 ml, 209, 0
Old Spice Musk After Shave Lotion 100 ml, Old Spice, After Shave, 100 ml, 199, 0
Park Avenue After Shave Lotion Good Morning 50 ml, Park Avenue, After Shave, 50 ml, 115, 0
Yardley Elegance After Shave Lotion 100 ml, Yardley, After Shave, 100 ml, 199, 0
Axe Pulse After Shave Lotion 50 ml, Axe, After Shave, 50 ml, 120, 0
Gillette Cool Wave After Shave Splash 100 ml, Gillette, After Shave, 100 ml, 469, 0
Old Spice Fresh Lime After Shave Lotion 100 ml, Old Spice, After Shave, 100 ml, 199, 0
Yardley London Gold After Shave Lotion With Aloe Vera 100 ml, Yardley, After Shave, 100 ml, 199, 0
Old Spice After Shave Lotion Atomoser Fresh Lime 150 ml, Old Spice, After Shave, 150 ml, 235, 0
Old Spice After Shave Lotion Atomiser Original 150 ml, Old Spice, After Shave, 150 ml, 235, 0
Nivea For Men Sensitive After Shave Balm Active Comfort System 100 ml, Nivea, After Shave, 100 ml, 235, 0
Gillette Fusion Travel Pack 1 Pc, Gillette, After Shave, 1 Pc, 699, 0
Nivea Men Clean After Shave Balm 100 ml, Nivea, After Shave, 100 ml, 235, 0
