Full Name, Brand, Category Name, Properties, MRP, Discount
Listerine Cool Mint Mouthwash 80 ml, Listerine, Mouthwash, 80 ml, 45, 0
Listerine Cool Mint Mouthwash 250 ml, Listerine, Mouthwash, 250 ml, 115, 0
Listerine Cool Mint Mouthwash 500 ml, Listerine, Mouthwash, 500 ml, 210, 0
Colgate Plax Freshmint Mouthwash 100 ml, Colgate, Mouthwash, 100 ml, 49, 0
Colgate Plax Freshmint Mouthwash 250 ml, Colgate, Mouthwash, 250 ml, 110, 0
Colgate Plax Freshmint Mouthwash 500 ml, Colgate, Mouthwash, 500 ml, 189, 0
Listerine Cavity Fighter Mouth Wash 250 ml, Listerine, Mouthwash, 250 ml, 115, 0
Listerine Cavity Fighter Mouth Wash 500 ml, Listerine, Mouthwash, 500 ml, 230, 0
Listerine Original Mouthwash 250 ml, Listerine, Mouthwash, 250 ml, 105, 0
Listerine Original Mouthwash 500 ml, Listerine, Mouthwash, 500 ml, 210, 0
Colgate Plax Fresh Tea 60 ml, Colgate, Mouthwash, 60 ml, 25, 0
Colgate Plax Fresh Tea 250 ml, Colgate, Mouthwash, 250 ml, 99, 0
Listerine Fresh Burst Mouthwash 250 ml, Listerine, Mouthwash, 250 ml, 115, 0
Listerine Fresh Burst Mouthwash 500 ml, Listerine, Mouthwash, 500 ml, 210, 0
Colgate Plax Sensitive Mouthwash 250 ml, Colgate, Mouthwash, 250 ml, 120, 0
Colgate Plax Peppermint Mouthwash 250 ml, Colgate, Mouthwash, 250 ml, 110, 0
Colgate Plax Peppermint Mouthwash 500 ml, Colgate, Mouthwash, 500 ml, 189, 0
Colgate Plax Complete Care Mouthwash 250 ml, Colgate, Mouthwash, 250 ml, 99, 0
Colgate Plax Visible White Mouth Wash 250 ml, Colgate, Mouthwash, 250 ml, 120, 0
Colgate Plax Fresh Tea Mouth Wash 500 g, Colgate, Mouthwash, 500 g, 189, 0
Colgate Plax Active Salt 250 ml, Colgate, Mouthwash, 250 ml, 115, 0
