Full Name, Brand, Category Name, Properties, MRP, Discount
Red Bull Energy Drink 250 ml, Red Bull, Energy Drinks, 250 ml, 99, 0
Red Bull Energy Drink 350 ml, Red Bull, Energy Drinks, 350 ml, 125, 0
Red Bull Energy Drink 4 X 250 ml, Red Bull, Energy Drinks, 4 X 250 ml, 375, 0
Red Bull Energy Drink 6*250ML, Red Bull, Energy Drinks, 6*250ML, 540, 0
Glucon D Tangy Orange Flavour 100 g, Glucon D, Energy Drinks, 100 g, 32, 0
Glucon D Tangy Orange Flavour 200 g, Glucon D, Energy Drinks, 200 g, 62, 0
Dabur Glucose D 100 g, Dabur, Energy Drinks, 100 g, 23, 0
Dabur Glucose D 250 g, Dabur, Energy Drinks, 250 g, 49, 0
Schweppes Gingerale Can 300 ml, Schweppes, Energy Drinks, 300 ml, 50, 0
Gatorade Sports Drink Orange Flavour 500 ml, Gatorade, Energy Drinks, 500 ml, 40, 0
Glucon D Original 200 g, Glucon D, Energy Drinks, 200 g, 36, 0
Glucon D Original 450 g, Glucon D, Energy Drinks, 450 g, 89, 0
Schweppes Tonic  Water 300 ml, Schweppes, Energy Drinks, 300 ml, 50, 0
Gatorade Sports Drink Lemon Flavour 500 ml, Gatorade, Energy Drinks, 500 ml, 40, 0
Dabur Glucose D Cooling Energy Jar 500 g, Dabur, Energy Drinks, 500 g, 92, 0
Dabur Glucose D Cooling Energy Jar 1 Kg, Dabur, Energy Drinks, 1 Kg, 160, 0
Gatorade Sports Mix Lemon Flavour 35 g Sachets 6 pc, Gatorade, Energy Drinks, 6 pc, 90, 0
Gatorade Sports Drink  Mix Orange Flavour 35 g Sachets 6 pc, Gatorade, Energy Drinks, 6 pc, 90, 0
Schweppes Tonic Water 300 ml, Schweppes, Energy Drinks, 300 ml, 110, 0
Horlicks Gold Golden Malt 400 g, Horlicks, Energy Drinks, 400 g, 230, 0
Perrier Natural Spring Water 750 ml, Perrier, Energy Drinks, 750 ml, 335, 0
Horlicks Pro Mind With Real Almonds Chocolate Flavour Energy Drink Refill Pack 400 g, Horlicks, Energy Drinks, 400 g, 245, 0
Horlicks Pro Mind With Real Almonds Chocolate Flavour Energy Drink Tin Pack 400 g, Horlicks, Energy Drinks, 400 g, 260, 0
Complan With Memory Chargers Badam Chocolate 400 g, Complan, Energy Drinks, 400 g, 245, 0
Gatorade Blue Bolt 500 ml, Gatorade, Energy Drinks, 500 ml, 40, 0
Glucon D Nimbu Pani 400 g, Glucon D, Energy Drinks, 400 g, 126, 0
