Full Name, Brand, Category Name, Properties, MRP, Discount
Hypercity Every Day Aluminium Foil Buy 1 Get 1 Free 50 g, Hypercity Every Day, Home Utilities, 50 g, 62, 0
Pitambari Shines Copper & Brass 200 g, Pitambari, Home Utilities, 200 g, 30, 0
Pitambari Shines Copper & Brass 1 Kg, Pitambari, Home Utilities, 1 Kg, 145, 0
Scotch Brite Floor Cloth Pochha 50 cm X 55 m 1 pc, Scotch Brite, Home Utilities, 1 pc, 50, 0
Scotch Brite Floor Cloth Pochha 50 cm X 55 m 2 pc, Scotch Brite, Home Utilities, 2 pc, 95, 0
Scotch Brite Premium  Kitchen Towel 35 cm x 35 cm 3 pcs, Scotch Brite, Home Utilities, 3 pcs, 85, 0
Hypercity Every Day Aluminium Foil 9 Mtr, Hypercity Every Day, Home Utilities, 9 Mtr, 64, 0
Hypercity Every Day Aluminium Foil 18 Mtr, Hypercity Every Day, Home Utilities, 18 Mtr, 86, 0
Hypercity Every Day Aluminium Foil 72 Mtr, Hypercity Every Day, Home Utilities, 72 Mtr, 390, 0
Scotch Brite Kitchen Gloves Medium 1 Pc, Scotch Brite, Home Utilities, 1 Pc, 85, 0
Freshwrapp Superwrap Aluminium Foil 15 g, Freshwrapp, Home Utilities, 15 g, 64, 0
Terzo Kitchen Towel 2 Ply 70 Pulls 4 pc, Terzo, Home Utilities, 4 pc, 200, 0
Scotch Brite Jet Scrubber For Clean Tiles & Corners 1 pc, Scotch Brite, Home Utilities, 1 pc, 120, 0
Scotch Brite Heavy Duty Gloves 1 Pc, Scotch Brite, Home Utilities, 1 Pc, 120, 0
Freshwrapp Aluminium Foil 72 Meters, Freshwrapp, Home Utilities, 72 Meters, 390, 0
Scotch Brite Cotton Mop 1 pc, Scotch Brite, Home Utilities, 1 pc, 325, 0
Scotch Brite Floor Squeegee 30 Cm 1 Pc, Scotch Brite, Home Utilities, 1 Pc, 360, 0
Scotch Brite Lint Roller Lint, Dust & Pet Hair Anyware 1 Pc, Scotch Brite, Home Utilities, 1 Pc, 399, 0
Scotch Brite (3M) Squeegee 1 pc, Scotch Brite, Home Utilities, 1 pc, 219, 0
Hypercity Happy Clothes Clips Pack of 24 Nos 1 pc, Hypercity, Home Utilities, 1 pc, 70, 0
