Full Name, Brand, Category Name, Properties, MRP, Discount
Vega Flower Sponge BA 3/3 1 pc, Vega, Bath Brush, 1 pc, 140, 0
Bare Essentials Oval Loofah Pad 1 pc, Bare Essentials, Bath Brush, 1 pc, 150, 0
Bare Essentials Drench Body Sponge 1 pc, Bare Essentials, Bath Brush, 1 pc, 110, 0
Vega Luxury Everyday SpongeBA/-3/11 1 Pc, Vega, Bath Brush, 1 Pc, 69, 0
Vega Travel Bath kit BAS-02 1pc, Vega, Bath Brush, 1pc, 275, 0
Bare Essentials Natural Loofah BC 07 1 pc, Bare Essentials, Bath Brush, 1 pc, 140, 0
Bare Essentials Premium Mask Sponge FC 10 1 pc, Bare Essentials, Bath Brush, 1 pc, 150, 0
Bare Essentials BC06 Sisal Bath Brush 1 Pc, Bare Essentials, Bath Brush, 1 Pc, 315, 0
Bare Essentials Ablong Loofah Pad 1 pc, Bare Essentials, Bath Brush, 1 pc, 160, 0
Vega Luxury Bath Brush BA 1/2 1 pc, Vega, Bath Brush, 1 pc, 250, 0
Bare Essentials Loofah Bath Brush BC 05 1 pc, Bare Essentials, Bath Brush, 1 pc, 325, 0
Vega Cleansing Sponge Large 1 Pc, Vega, Bath Brush, 1 Pc, 170, 0
Roots Professional Hair Brushes Styl Glam NEO11 1 pc, Roots, Bath Brush, 1 pc, 275, 0
Vega Soft Sponge Bath Brush 3/9 1 Pc, Vega, Bath Brush, 1 Pc, 99, 0
Vega Everyday Sponge Bath Brush 3/8 1 Pc, Vega, Bath Brush, 1 Pc, 80, 0
Vega Cotton Pad CP 01 1 pc, Vega, Bath Brush, 1 pc, 110, 0
Vega Cotton Ball CB 01 1 pc, Vega, Bath Brush, 1 pc, 65, 0
Vega Sponge BA-3/12 2 Pc, Vega, Bath Brush, 2 Pc, 70, 0
