Full Name, Brand, Category Name, Properties, MRP, Discount
Baba Ramdev Patanjali Special Chyawanprash With Saffron 1 kg, Baba Ramdev Patanjali, Chyawanprash, 1 kg, 250, 0
Dabur Chyawanprash Awaleha 500 g, Dabur, Chyawanprash, 500 g, 160, 0
Dabur Chawanprakash 900 g, Dabur, Chyawanprash, 900 g, 315, 0
Dabur Chyawanprash 250 g, Dabur, Chyawanprash, 250 g, 84, 0
Dabur Chyawanprash 1 Kg, Dabur, Chyawanprash, 1 Kg, 295, 0
Dabur Chyawanprash 2 Kg, Dabur, Chyawanprash, 2 Kg, 535, 0
Dabur Chyawanprakash Sugar Free 500 g, Dabur, Chyawanprash, 500 g, 178, 0
Dabur Chyawanpras Mixed Fruit Flavour 500 g, Dabur, Chyawanprash, 500 g, 163, 0
Dabur Chyawanpras Mixed Fruit Flavour 1 Kg, Dabur, Chyawanprash, 1 Kg, 550, 0
Dabur Ratnaprash 450 g, Dabur, Chyawanprash, 450 g, 300, 0
Dabur Mango Flavour Chyawanprash 500 g, Dabur, Chyawanprash, 500 g, 163, 0
Dabur Mango Flavour Chyawanprash 1 Kg, Dabur, Chyawanprash, 1 Kg, 300, 0
