Full Name, Brand, Category Name, Properties, MRP, Discount
Pedigree Adult Dog Food Meat & Rice 1.2 Kg, Pedigree, Dog Food, 1.2 Kg, 210, 0
Pedigree Adult Dog Food Meat & Rice 3 kg, Pedigree, Dog Food, 3 kg, 510, 0
Pedigree Adult Dog Food Meat & Rice 10 kg, Pedigree, Dog Food, 10 kg, 1550, 0
Pedigree Gravy Adult Dog Food Chicken & Liver Chunks Pouch 80 g, Pedigree, Dog Food, 80 g, 30, 0
Pedigree Puppy Dog Food Chicken & Milk 100 g, Pedigree, Dog Food, 100 g, 20, 0
Pedigree Puppy Dog Food Chicken & Milk 1.2 kg, Pedigree, Dog Food, 1.2 kg, 220, 0
Pedigree Puppy Dog Food Chicken & Milk 3 Kg, Pedigree, Dog Food, 3 Kg, 540, 0
Pedigree Puppy Dog Food Chicken & Milk 6 Kg, Pedigree, Dog Food, 6 Kg, 999, 0
Pedigree Puppy Dog Food Chicken & Milk 10 kg, Pedigree, Dog Food, 10 kg, 1675, 0
Pedigree Adult Dog Food Chicken & Vegetables 100 g, Pedigree, Dog Food, 100 g, 20, 0
Pedigree Adult Dog Food Chicken & Vegetables 1.2 kg, Pedigree, Dog Food, 1.2 kg, 210, 0
Pedigree Adult Dog Food Chicken & Vegetables 3 Kg, Pedigree, Dog Food, 3 Kg, 500, 0
Pedigree Adult Dog Food Chicken & Vegetables 6 Kg, Pedigree, Dog Food, 6 Kg, 940, 0
Pedigree Adult Dog Food Chicken & Vegetables 10 kg, Pedigree, Dog Food, 10 kg, 1550, 0
Pedigree Adult Dog Food Chicken & Vegetables 15 Kg, Pedigree, Dog Food, 15 Kg, 2220, 0
Pedigree Dog Treats Meat Jerky Stix Barbeque Chicken Pouch 80 g, Pedigree, Dog Food, 80 g, 100, 0
Pedigree Senior Dog Food Chicken & Rice 1.2 Kg, Pedigree, Dog Food, 1.2 Kg, 230, 0
Pedigree Senior Dog Food Chicken & Rice 3 Kg, Pedigree, Dog Food, 3 Kg, 550, 0
Pedigree Gravy Puppy Dog Food Chicken & Rice Pouch 80 g, Pedigree, Dog Food, 80 g, 30, 0
Pedigree Puppy Dog Food Milk & Vegetables 1.2 Kg, Pedigree, Dog Food, 1.2 Kg, 240, 0
Pedigree Adult Dog Food Vegetarian 1.2 kg, Pedigree, Dog Food, 1.2 kg, 240, 0
Pedigree Adult Dog Food Vegetarian 3 Kg, Pedigree, Dog Food, 3 Kg, 570, 0
Pedigree Dog Treats Meat Jerky Stix Lamb Pouch 80 g, Pedigree, Dog Food, 80 g, 100, 0
Pedigree Dog Treats Meat Jerky Stix Grilled Liver 24 g, Pedigree, Dog Food, 24 g, 45, 0
Pedigree Dog Treats Meat Jerky Stix Grilled Liver 60 g, Pedigree, Dog Food, 60 g, 90, 0
Pedigree Dog Treats Meat Jerky Stix Smoked Salmon Pouch 60 g, Pedigree, Dog Food, 60 g, 90, 0
Pedigree Dentastix Dog Treats Medium Breed Dog Oral CareWeekly Pack (7 Sticks) 180 g, Pedigree, Dog Food, 180 g, 125, 0
Pedigree Pulpy Chicken & Milk Combo 400 g, Pedigree, Dog Food, 400 g, 100, 0
Pedigree Dentastix Dog Treats Large Breed Dog Oral Care Weekly Pack (7 Sticks) 270 g, Pedigree, Dog Food, 270 g, 175, 0
Pedigree Dog Treats Meat Jerky Stix Liver Pouch 80 g, Pedigree, Dog Food, 80 g, 100, 0
