Full Name, Brand, Category Name, Properties, MRP, Discount
Colin Glass & Household Cleaner 500 ml, Colin, Household Cleaner, 500 ml, 75, 0
Kiwi Kleen Dranex Drain Cleaner 50 g, Kiwi, Household Cleaner, 50 g, 23, 0
Kiwi Kleen Dranex Drain Cleaner 4 X 50 g, Kiwi, Household Cleaner, 4 X 50 g, 92, 0
Kiwi Kleen Dranex Drain Cleaner 375 g, Kiwi, Household Cleaner, 375 g, 149, 0
Colin Lemon Fragrance Glass Cleaner 500 ml, Colin, Household Cleaner, 500 ml, 75, 0
Mr Muscle Glass & Household Cleaner 500 ml, Mr Muscle, Household Cleaner, 500 ml, 72, 0
Terzo Glass Cleaner 500 ml, Terzo, Household Cleaner, 500 ml, 70, 0
Crystal Sparkmate Scurb Sponge 10x6 3 pc, Crystal, Household Cleaner, 3 pc, 69, 0
Terzo Window Cleaner 21273 1 Pc, Terzo, Household Cleaner, 1 Pc, 196, 0
Gala Mop King Cotton Twist Mop 1 pc, Gala, Household Cleaner, 1 pc, 489, 0
Crystal Sparkmate Cleaning Combo 1 Pack, Crystal, Household Cleaner, 1 Pack, 1295, 0
Neco Micrfbr Flat Mop 10191311 1 pc, Neco, Household Cleaner, 1 pc, 599, 0
